datetime,sensor,value,time_idx
1990-12-10,0,0.774,245
1990-12-11,0,0.774,246
1990-12-12,0,0.7675,247
1990-12-13,0,0.77,248
1990-12-14,0,0.772,249
1990-12-17,0,0.7735,250
1990-12-18,0,0.7784,251
1990-12-19,0,0.7793,252
1990-12-20,0,0.7775,253
1990-12-21,0,0.7785,254
1990-12-24,0,0.7728,255
1990-12-25,0,0.7733,256
1990-12-26,0,0.7728,257
1990-12-27,0,0.7765,258
1990-12-28,0,0.781,259
1990-12-31,0,0.7889,260
1991-01-01,0,0.7817,261
1991-01-02,0,0.7778,262
1991-01-03,0,0.782,263
1991-01-04,0,0.7841,264
1991-01-07,0,0.7787,265
1991-01-08,0,0.776,266
1991-01-09,0,0.7812,267
1991-01-10,0,0.7836,268
1991-01-11,0,0.785,269
1991-01-14,0,0.7826,270
1991-01-15,0,0.782,271
1991-01-16,0,0.7817,272
1991-01-17,0,0.7765,273
1991-01-18,0,0.7787,274
1991-01-21,0,0.7816,275
1991-01-22,0,0.7796,276
1991-01-23,0,0.7793,277
1991-01-24,0,0.7809,278
1991-01-25,0,0.7875,279
1991-01-28,0,0.7869,280
1991-01-29,0,0.7886,281
1991-01-30,0,0.788,282
1991-01-31,0,0.7873,283
1991-02-01,0,0.788,284
1991-02-04,0,0.7838,285
1991-02-05,0,0.7833,286
1991-02-06,0,0.784,287
1991-02-07,0,0.7836,288
1991-02-08,0,0.7853,289
1991-02-11,0,0.7848,290
1991-02-12,0,0.7763,291
1991-02-13,0,0.7727,292
1991-02-14,0,0.7669,293
1991-02-15,0,0.7673,294
1991-02-18,0,0.7651,295
1991-02-19,0,0.7688,296
1991-02-20,0,0.7713,297
1991-02-21,0,0.7679,298
1991-02-22,0,0.7696,299
1991-02-25,0,0.7683,300
1991-02-26,0,0.7712,301
1991-02-27,0,0.773,302
1991-02-28,0,0.771,303
1991-03-01,0,0.7713,304
1991-03-04,0,0.7742,305
1991-03-05,0,0.775,306
1991-03-06,0,0.773,307
1991-03-07,0,0.775,308
1991-03-08,0,0.775,309
1991-03-11,0,0.7786,310
1991-03-12,0,0.7842,311
1991-03-13,0,0.786,312
1991-03-14,0,0.7846,313
1991-03-15,0,0.7857,314
1991-03-18,0,0.7871,315
1991-03-19,0,0.7818,316
1991-03-20,0,0.7844,317
1991-03-21,0,0.7803,318
1991-03-22,0,0.7799,319
1991-03-25,0,0.779,320
1991-03-26,0,0.7776,321
1991-03-27,0,0.7728,322
1991-03-28,0,0.7703,323
1991-03-29,0,0.775,324
1991-04-01,0,0.7741,325
1991-04-02,0,0.7768,326
1991-04-03,0,0.7795,327
1991-04-04,0,0.7792,328
1991-04-05,0,0.7788,329
1991-04-08,0,0.778,330
1991-04-09,0,0.7764,331
1991-04-10,0,0.7795,332
1991-04-11,0,0.7807,333
1991-04-12,0,0.7838,334
1991-04-15,0,0.783,335
1991-04-16,0,0.7838,336
1991-04-17,0,0.7791,337
1991-04-18,0,0.7788,338
1991-04-19,0,0.7835,339
1991-04-22,0,0.7834,340
1991-04-23,0,0.7825,341
1991-04-24,0,0.7824,342
1991-04-25,0,0.7765,343
1991-04-26,0,0.7715,344
1991-04-29,0,0.7565,345
1991-04-30,0,0.759,346
1991-05-01,0,0.7603,347
1991-05-02,0,0.7605,348
1991-05-03,0,0.7565,349
1991-05-06,0,0.7594,350
1991-05-07,0,0.7575,351
1991-05-08,0,0.76,352
1991-05-09,0,0.7603,353
1991-05-10,0,0.7507,354
1991-05-13,0,0.7515,355
1991-05-14,0,0.752,356
1991-05-15,0,0.755,357
1991-05-16,0,0.7548,358
1991-05-17,0,0.754,359
1991-05-20,0,0.7598,360
1991-05-21,0,0.763,361
1991-05-22,0,0.7631,362
1991-05-23,0,0.7641,363
1991-05-24,0,0.765,364
1991-05-27,0,0.7645,365
1991-05-28,0,0.765,366
1991-05-29,0,0.767,367
1991-05-30,0,0.7675,368
1991-05-31,0,0.767,369
1991-06-03,0,0.7651,370
1991-06-04,0,0.7643,371
1991-06-05,0,0.7642,372
1991-06-06,0,0.7651,373
1991-06-07,0,0.7665,374
1991-06-10,0,0.765,375
1991-06-11,0,0.7664,376
1991-06-12,0,0.7664,377
1991-06-13,0,0.77,378
1991-06-14,0,0.7738,379
1991-06-17,0,0.7755,380
1991-06-18,0,0.776,381
1991-06-19,0,0.773,382
1991-06-20,0,0.7785,383
1991-06-21,0,0.7755,384
1991-06-24,0,0.7738,385
1991-06-25,0,0.7751,386
1991-06-26,0,0.7758,387
1991-06-27,0,0.7761,388
1991-06-28,0,0.7792,389
1991-07-01,0,0.778,390
1991-07-02,0,0.7765,391
1991-07-03,0,0.779,392
1991-07-04,0,0.7802,393
1991-07-05,0,0.7822,394
1991-07-08,0,0.7835,395
1991-07-09,0,0.7825,396
1991-07-10,0,0.7835,397
1991-07-11,0,0.7839,398
1991-07-12,0,0.7825,399
1991-07-15,0,0.7821,400
1991-07-16,0,0.7785,401
1991-07-17,0,0.7776,402
1991-07-18,0,0.779,403
1991-07-19,0,0.7815,404
1991-07-22,0,0.784,405
1991-07-23,0,0.7871,406
1991-07-24,0,0.7855,407
1991-07-25,0,0.7845,408
1991-07-26,0,0.7841,409
1991-07-29,0,0.7845,410
1991-07-30,0,0.7842,411
1991-07-31,0,0.7852,412
1991-08-01,0,0.7781,413
1991-08-02,0,0.7848,414
1991-08-05,0,0.7856,415
1991-08-06,0,0.7867,416
1991-08-07,0,0.7905,417
1991-08-08,0,0.7878,418
1991-08-09,0,0.7896,419
1991-08-12,0,0.7958,420
1991-08-13,0,0.7963,421
1991-08-14,0,0.7995,422
1991-08-15,0,0.7957,423
1991-08-16,0,0.7974,424
1991-08-19,0,0.8011,425
1991-08-20,0,0.8002,426
1991-08-21,0,0.7961,427
1991-08-22,0,0.7935,428
1991-08-23,0,0.7965,429
1991-08-26,0,0.7971,430
1991-08-27,0,0.8004,431
1991-08-28,0,0.7953,432
1991-08-29,0,0.794,433
1991-08-30,0,0.796,434
1991-09-02,0,0.7934,435
1991-09-03,0,0.7955,436
1991-09-04,0,0.7943,437
1991-09-05,0,0.797,438
1991-09-06,0,0.8,439
1991-09-09,0,0.7955,440
1991-09-10,0,0.798,441
1991-09-11,0,0.7968,442
1991-09-12,0,0.795,443
1991-09-13,0,0.784,444
1991-09-16,0,0.7854,445
1991-09-17,0,0.7855,446
1991-09-18,0,0.7871,447
1991-09-19,0,0.7845,448
1991-09-20,0,0.7791,449
1991-09-23,0,0.7845,450
1991-09-24,0,0.7836,451
1991-09-25,0,0.7854,452
1991-09-26,0,0.7863,453
1991-09-27,0,0.7851,454
1991-09-30,0,0.7866,455
1991-10-01,0,0.7883,456
1991-10-02,0,0.789,457
1991-10-03,0,0.7911,458
1991-10-04,0,0.7915,459
1991-10-07,0,0.7918,460
1991-10-08,0,0.7888,461
1991-10-09,0,0.7868,462
1991-10-10,0,0.7844,463
1991-10-11,0,0.784,464
1991-10-14,0,0.7855,465
1991-10-15,0,0.7851,466
1991-10-16,0,0.7818,467
1991-10-17,0,0.7784,468
1991-10-18,0,0.7735,469
1991-10-21,0,0.7728,470
1991-10-22,0,0.772,471
1991-10-23,0,0.7711,472
1991-10-24,0,0.7705,473
1991-10-25,0,0.773,474
1991-10-28,0,0.7737,475
1991-10-29,0,0.7731,476
1991-10-30,0,0.7715,477
1991-10-31,0,0.767,478
1991-11-01,0,0.7604,479
1991-11-04,0,0.7601,480
1991-11-05,0,0.7608,481
1991-11-06,0,0.7624,482
1991-11-07,0,0.7597,483
1991-11-08,0,0.7593,484
1991-11-11,0,0.7565,485
1991-11-12,0,0.7572,486
1991-11-13,0,0.7641,487
1991-11-14,0,0.7551,488
1991-11-15,0,0.7564,489
1991-11-18,0,0.7465,490
1991-11-19,0,0.7365,491
1991-11-20,0,0.742,492
1991-11-21,0,0.7458,493
1991-11-22,0,0.7415,494
1991-11-25,0,0.7419,495
1991-11-26,0,0.743,496
1991-11-27,0,0.7504,497
1991-11-28,0,0.7513,498
1991-11-29,0,0.7449,499
1991-12-02,0,0.7398,500
1991-12-03,0,0.7383,501
1991-12-04,0,0.7443,502
1991-12-05,0,0.7431,503
1991-12-06,0,0.748,504
1991-12-09,0,0.7521,505
1991-12-10,0,0.7524,506
1991-12-11,0,0.749,507
1991-12-12,0,0.7457,508
1991-12-13,0,0.748,509
1991-12-16,0,0.751,510
1991-12-17,0,0.7481,511
1991-12-18,0,0.751,512
1991-12-19,0,0.7514,513
1991-12-20,0,0.7535,514
1991-12-23,0,0.754,515
1991-12-24,0,0.7541,516
1991-12-25,0,0.7572,517
1991-12-26,0,0.7558,518
1991-12-27,0,0.7534,519
1991-12-30,0,0.751,520
1991-12-31,0,0.7525,521
1992-01-01,0,0.7487,522
1992-01-02,0,0.7533,523
1992-01-03,0,0.7538,524
1992-01-06,0,0.7545,525
1992-01-07,0,0.7527,526
1992-01-08,0,0.7521,527
1992-01-09,0,0.7542,528
1992-01-10,0,0.7552,529
1992-01-13,0,0.7567,530
1992-01-14,0,0.7571,531
1992-01-15,0,0.7547,532
1992-01-16,0,0.7536,533
1992-01-17,0,0.7547,534
1992-01-20,0,0.7549,535
1992-01-21,0,0.7573,536
1992-01-22,0,0.7602,537
1992-01-23,0,0.7599,538
1992-01-24,0,0.7593,539
1992-01-27,0,0.7605,540
1992-01-28,0,0.7614,541
1992-01-29,0,0.7638,542
1992-01-30,0,0.7645,543
1992-01-31,0,0.7659,544
1992-02-03,0,0.767,545
1992-02-04,0,0.77,546
1992-02-05,0,0.7666,547
1992-02-06,0,0.7663,548
1992-02-07,0,0.7665,549
1992-02-10,0,0.7632,550
1992-02-11,0,0.7628,551
1992-02-12,0,0.7595,552
1992-02-13,0,0.7628,553
1992-02-14,0,0.7637,554
1992-02-17,0,0.7638,555
1992-02-18,0,0.7661,556
1992-02-19,0,0.765,557
1992-02-20,0,0.7667,558
1992-02-21,0,0.767,559
1992-02-24,0,0.7645,560
1992-02-25,0,0.7625,561
1992-02-26,0,0.757,562
1992-02-27,0,0.754,563
1992-02-28,0,0.7562,564
1992-03-02,0,0.7552,565
1992-03-03,0,0.7589,566
1992-03-04,0,0.7565,567
1992-03-05,0,0.7538,568
1992-03-06,0,0.7582,569
1992-03-09,0,0.7552,570
1992-03-10,0,0.7513,571
1992-03-11,0,0.7541,572
1992-03-12,0,0.7503,573
1992-03-13,0,0.7523,574
1992-03-16,0,0.7525,575
1992-03-17,0,0.7574,576
1992-03-18,0,0.7574,577
1992-03-19,0,0.7583,578
1992-03-20,0,0.7575,579
1992-03-23,0,0.7566,580
1992-03-24,0,0.7582,581
1992-03-25,0,0.7573,582
1992-03-26,0,0.7585,583
1992-03-27,0,0.758,584
1992-03-30,0,0.7582,585
1992-03-31,0,0.7568,586
1992-04-01,0,0.7574,587
1992-04-02,0,0.7575,588
1992-04-03,0,0.763,589
1992-04-06,0,0.7629,590
1992-04-07,0,0.763,591
1992-04-08,0,0.764,592
1992-04-09,0,0.7631,593
1992-04-10,0,0.7617,594
1992-04-13,0,0.7616,595
1992-04-14,0,0.7586,596
1992-04-15,0,0.7535,597
1992-04-16,0,0.7534,598
1992-04-17,0,0.7525,599
1992-04-20,0,0.7545,600
1992-04-21,0,0.7522,601
1992-04-22,0,0.7495,602
1992-04-23,0,0.7518,603
1992-04-24,0,0.7518,604
1992-04-27,0,0.75,605
1992-04-28,0,0.7465,606
1992-04-29,0,0.7471,607
1992-04-30,0,0.7477,608
1992-05-01,0,0.7469,609
1992-05-04,0,0.7421,610
1992-05-05,0,0.7444,611
1992-05-06,0,0.7447,612
1992-05-07,0,0.7436,613
1992-05-08,0,0.7466,614
1992-05-11,0,0.7441,615
1992-05-12,0,0.7463,616
1992-05-13,0,0.7456,617
1992-05-14,0,0.7469,618
1992-05-15,0,0.7441,619
1992-05-18,0,0.7432,620
1992-05-19,0,0.7443,621
1992-05-20,0,0.7455,622
1992-05-21,0,0.7465,623
1992-05-22,0,0.748,624
1992-05-25,0,0.7481,625
1992-05-26,0,0.746,626
1992-05-27,0,0.7437,627
1992-05-28,0,0.7438,628
1992-05-29,0,0.7437,629
1992-06-01,0,0.7441,630
1992-06-02,0,0.7443,631
1992-06-03,0,0.7439,632
1992-06-04,0,0.7414,633
1992-06-05,0,0.7363,634
1992-06-08,0,0.7372,635
1992-06-09,0,0.7287,636
1992-06-10,0,0.7182,637
1992-06-11,0,0.7187,638
1992-06-12,0,0.7211,639
1992-06-15,0,0.7203,640
1992-06-16,0,0.7255,641
1992-06-17,0,0.722,642
1992-06-18,0,0.7207,643
1992-06-19,0,0.7137,644
1992-06-22,0,0.7112,645
1992-06-23,0,0.7149,646
1992-06-24,0,0.7165,647
1992-06-25,0,0.717,648
1992-06-26,0,0.7156,649
1992-06-29,0,0.7174,650
1992-06-30,0,0.7181,651
1992-07-01,0,0.72,652
1992-07-02,0,0.72,653
1992-07-03,0,0.7128,654
1992-07-06,0,0.7183,655
1992-07-07,0,0.7225,656
1992-07-08,0,0.7254,657
1992-07-09,0,0.7331,658
1992-07-10,0,0.7311,659
1992-07-13,0,0.7302,660
1992-07-14,0,0.7317,661
1992-07-15,0,0.7325,662
1992-07-16,0,0.7235,663
1992-07-17,0,0.722,664
1992-07-20,0,0.7233,665
1992-07-21,0,0.7225,666
1992-07-22,0,0.7165,667
1992-07-23,0,0.713,668
1992-07-24,0,0.7139,669
1992-07-27,0,0.7141,670
1992-07-28,0,0.7165,671
1992-07-29,0,0.7205,672
1992-07-30,0,0.7194,673
1992-07-31,0,0.7208,674
1992-08-03,0,0.7176,675
1992-08-04,0,0.7222,676
1992-08-05,0,0.7223,677
1992-08-06,0,0.7224,678
1992-08-07,0,0.7196,679
1992-08-10,0,0.7187,680
1992-08-11,0,0.715,681
1992-08-12,0,0.7184,682
1992-08-13,0,0.7201,683
1992-08-14,0,0.7184,684
1992-08-17,0,0.7143,685
1992-08-18,0,0.691,686
1992-08-19,0,0.695,687
1992-08-20,0,0.6909,688
1992-08-21,0,0.6968,689
1992-08-24,0,0.689,690
1992-08-25,0,0.6935,691
1992-08-26,0,0.6936,692
1992-08-27,0,0.6881,693
1992-08-28,0,0.6842,694
1992-08-31,0,0.6881,695
1992-09-01,0,0.6839,696
1992-09-02,0,0.6843,697
1992-09-03,0,0.6893,698
1992-09-04,0,0.6822,699
1992-09-07,0,0.6843,700
1992-09-08,0,0.6829,701
1992-09-09,0,0.6887,702
1992-09-10,0,0.6916,703
1992-09-11,0,0.6924,704
1992-09-14,0,0.6934,705
1992-09-15,0,0.6942,706
1992-09-16,0,0.6902,707
1992-09-17,0,0.6873,708
1992-09-18,0,0.6881,709
1992-09-21,0,0.6894,710
1992-09-22,0,0.6916,711
1992-09-23,0,0.691,712
1992-09-24,0,0.6904,713
1992-09-25,0,0.6885,714
1992-09-28,0,0.6895,715
1992-09-29,0,0.6894,716
1992-09-30,0,0.689,717
1992-10-01,0,0.6818,718
1992-10-02,0,0.6735,719
1992-10-05,0,0.67,720
1992-10-06,0,0.669,721
1992-10-07,0,0.672,722
1992-10-08,0,0.6736,723
1992-10-09,0,0.6736,724
1992-10-12,0,0.6698,725
1992-10-13,0,0.6723,726
1992-10-14,0,0.669,727
1992-10-15,0,0.6655,728
1992-10-16,0,0.672,729
1992-10-19,0,0.672,730
1992-10-20,0,0.675,731
1992-10-21,0,0.6735,732
1992-10-22,0,0.6812,733
1992-10-23,0,0.6793,734
1992-10-26,0,0.6755,735
1992-10-27,0,0.6782,736
1992-10-28,0,0.6762,737
1992-10-29,0,0.6694,738
1992-10-30,0,0.67,739
1992-11-02,0,0.6705,740
1992-11-03,0,0.6764,741
1992-11-04,0,0.6774,742
1992-11-05,0,0.6871,743
1992-11-06,0,0.6864,744
1992-11-09,0,0.6878,745
1992-11-10,0,0.69,746
1992-11-11,0,0.6961,747
1992-11-12,0,0.694,748
1992-11-13,0,0.6955,749
1992-11-16,0,0.7052,750
1992-11-17,0,0.707,751
1992-11-18,0,0.7053,752
1992-11-19,0,0.7125,753
1992-11-20,0,0.7077,754
1992-11-23,0,0.7062,755
1992-11-24,0,0.701,756
1992-11-25,0,0.7044,757
1992-11-26,0,0.7067,758
1992-11-27,0,0.7108,759
1992-11-30,0,0.7031,760
1992-12-01,0,0.7051,761
1992-12-02,0,0.7096,762
1992-12-03,0,0.7137,763
1992-12-04,0,0.7157,764
1992-12-07,0,0.7147,765
1992-12-08,0,0.7035,766
1992-12-09,0,0.7052,767
1992-12-10,0,0.7089,768
1992-12-11,0,0.709,769
1992-12-14,0,0.7078,770
1992-12-15,0,0.7108,771
1992-12-16,0,0.7044,772
1992-12-17,0,0.697,773
1992-12-18,0,0.697,774
1992-12-21,0,0.7092,775
1992-12-22,0,0.7085,776
1992-12-23,0,0.7115,777
1992-12-24,0,0.7175,778
1992-12-25,0,0.7213,779
1992-12-28,0,0.7209,780
1992-12-29,0,0.7164,781
1992-12-30,0,0.7192,782
1992-12-31,0,0.7157,783
1993-01-01,0,0.7132,784
1993-01-04,0,0.721,785
1993-01-05,0,0.6982,786
1993-01-06,0,0.7026,787
1993-01-07,0,0.6993,788
1993-01-08,0,0.7005,789
1993-01-11,0,0.7055,790
1993-01-12,0,0.7021,791
1993-01-13,0,0.7021,792
1993-01-14,0,0.6912,793
1993-01-15,0,0.6925,794
1993-01-18,0,0.6934,795
1993-01-19,0,0.6948,796
1993-01-20,0,0.6941,797
1993-01-21,0,0.7001,798
1993-01-22,0,0.6984,799
1993-01-25,0,0.6862,800
1993-01-26,0,0.678,801
1993-01-27,0,0.6812,802
1993-01-28,0,0.675,803
1993-01-29,0,0.6733,804
1993-02-01,0,0.6683,805
1993-02-02,0,0.6745,806
1993-02-03,0,0.6763,807
1993-02-04,0,0.6795,808
1993-02-05,0,0.675,809
1993-02-08,0,0.6765,810
1993-02-09,0,0.6765,811
1993-02-10,0,0.6743,812
1993-02-11,0,0.6775,813
1993-02-12,0,0.6738,814
1993-02-15,0,0.6698,815
1993-02-16,0,0.6694,816
1993-02-17,0,0.6677,817
1993-02-18,0,0.6695,818
1993-02-19,0,0.6663,819
1993-02-22,0,0.6663,820
1993-02-23,0,0.6692,821
1993-02-24,0,0.6766,822
1993-02-25,0,0.6792,823
1993-02-26,0,0.6848,824
1993-03-01,0,0.6824,825
1993-03-02,0,0.6795,826
1993-03-03,0,0.6775,827
1993-03-04,0,0.6775,828
1993-03-05,0,0.68,829
1993-03-08,0,0.6787,830
1993-03-09,0,0.677,831
1993-03-10,0,0.677,832
1993-03-11,0,0.6775,833
1993-03-12,0,0.677,834
1993-03-15,0,0.678,835
1993-03-16,0,0.679,836
1993-03-17,0,0.6773,837
1993-03-18,0,0.6758,838
1993-03-19,0,0.6771,839
1993-03-22,0,0.688,840
1993-03-23,0,0.6895,841
1993-03-24,0,0.69,842
1993-03-25,0,0.688,843
1993-03-26,0,0.6866,844
1993-03-29,0,0.6795,845
1993-03-30,0,0.6805,846
1993-03-31,0,0.686,847
1993-04-01,0,0.6823,848
1993-04-02,0,0.678,849
1993-04-05,0,0.678,850
1993-04-06,0,0.6795,851
1993-04-07,0,0.6732,852
1993-04-08,0,0.6747,853
1993-04-09,0,0.6747,854
1993-04-12,0,0.6771,855
1993-04-13,0,0.6665,856
1993-04-14,0,0.669,857
1993-04-15,0,0.671,858
1993-04-16,0,0.6702,859
1993-04-19,0,0.666,860
1993-04-20,0,0.6707,861
1993-04-21,0,0.671,862
1993-04-22,0,0.668,863
1993-04-23,0,0.656,864
1993-04-26,0,0.6483,865
1993-04-27,0,0.6498,866
1993-04-28,0,0.658,867
1993-04-29,0,0.6555,868
1993-04-30,0,0.6494,869
1993-05-03,0,0.651,870
1993-05-04,0,0.646,871
1993-05-05,0,0.6497,872
1993-05-06,0,0.6508,873
1993-05-07,0,0.6512,874
1993-05-10,0,0.6496,875
1993-05-11,0,0.654,876
1993-05-12,0,0.655,877
1993-05-13,0,0.651,878
1993-05-14,0,0.6542,879
1993-05-17,0,0.65,880
1993-05-18,0,0.6475,881
1993-05-19,0,0.645,882
1993-05-20,0,0.645,883
